Sentence,Label
This is an appeal in a bail bond forfeiture case.,Facts
"After washing the blood off he put her on the bed, took her clothes off, covered her with a blanket or quilt and ""gave her a towel and asked her to lie there ""” so her head wouldn't start bleeding again.""",Facts
Officer Hindman proceeded to the stock tank on the afternoon of October 24 where a search was made for the rifle but it was not found.,Facts
"The testimony of a physician who examined the injured party at the hospital shows that he suffered an incision two inches long and through the abdominal wall which cut the colon and caused a small length of the intestine to protrude; that the wound was serious, and two surgical operations were performed; that he remained in the hospital for one month and three days, and was under medical treatment about ten weeks; and that the knife exhibited to him at the trial was capable of causing death.",Facts
"The deceased also passed Vincent Lucio, his wife Isabella and his sister Mary Lou, who were at or near the corner where there was a bus stop.",Facts
The second objection was made to the introduction of the knife into the evidence.,Facts
"She stated that in a telephone conversation with appellant on Monday morning appellant asked her if she would like to work ""out here"" and start selling herself and suggested that she divorce her husband and prostitute in her own house, saying: ""We could make a lot of money.""",Facts
We are also unable to agree that the evidence is insufficient to show that appellant was the driver of the automobile.,Analysis
"Appellant's formal Bill of Exception No. 1 relates to the overruling of his motion for continuance, based upon the allegation that the expert testimony of Dr. Sutter was necessary for the proper defense of appellant.",Facts
The testmony of Officer Fredrich is substantially the same as that of Officer Maddox.,Analysis
